review_id,review_text,sentiment_label,sentiment_score,identified_theme(s)
635,good,positive,0.7,General Feedback
636,very disappointing app. Closes frequently and unstable in function,negative,-0.34,General Feedback
637,"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",negative,-0.1444444444444444,Transaction Performance & Speed
638,nic app,neutral,0.0,General Feedback
639,Nice,positive,0.6,General Feedback
640,"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",positive,0.4,Transaction Performance & Speed
641,So far so good! their in person customer service is amazing 👏,positive,0.525,Customer Service
642,The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,positive,0.2,General Feedback
643,ምርጫዬ ነው,neutral,0.0,General Feedback
644,It's bad for the connection and too many days are it that not working,neutral,-0.0999999999999999,General Feedback
645,it's samart,neutral,0.0,General Feedback
646,"The app is not working properly, I have been using it.",neutral,0.0,General Feedback
647,it is very good app,positive,0.91,General Feedback
648,"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",negative,-0.1445833333333333,Transaction Performance & Speed; Customer Service
649,slow cumbersome,negative,-0.3,Transaction Performance & Speed
650,Is really 💀,positive,0.2,General Feedback
651,It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,positive,0.15,Account Access & Login Issues; Transaction Performance & Speed
652,"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",negative,-0.1571428571428571,Account Access & Login Issues; Transaction Performance & Speed; App Stability & Bugs
653,"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",positive,0.3,Account Access & Login Issues
654,proud by dashen bank,positive,0.8,General Feedback
655,best,positive,1.0,General Feedback
656,best of best,positive,1.0,General Feedback
657,nice,positive,0.6,General Feedback
658,This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,neutral,0.0,General Feedback
659,real super up,positive,0.5,General Feedback
660,it's very disappointing fix it as soon as possible not expected from dashin bank fix it,negative,-0.2433333333333333,General Feedback
661,why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,neutral,-0.0833333333333333,General Feedback
662,good,positive,0.7,General Feedback
663,tanku,neutral,0.0,General Feedback
664,very nice,positive,0.78,General Feedback
665,perfect,positive,1.0,General Feedback
666,goood,neutral,0.0,General Feedback
667,why does it ask me for both pin and opt even the opt is touch let alone both,neutral,0.0,General Feedback
668,it is best app easy to use,positive,0.7166666666666667,User Interface & Experience
669,It is very easy to use and powerful application.,positive,0.4316666666666666,User Interface & Experience
670,this apps have a good feature but but some features like developer mode turn off irritate user,positive,0.7,General Feedback
671,"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",positive,0.339920634920635,Account Access & Login Issues; Transaction Performance & Speed
672,wallahi very fantastic Bank,positive,0.52,General Feedback
673,"Waw, It's amazing app. thank you Dashen Bank.",positive,0.6000000000000001,General Feedback
674,ok,positive,0.5,General Feedback
675,nice app,positive,0.6,General Feedback
676,"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",positive,0.3166666666666666,Transaction Performance & Speed; App Stability & Bugs; User Interface & Experience; Customer Service
677,good,positive,0.7,General Feedback
678,nice application,positive,0.6,General Feedback
679,Very good app that like it too. B/c it is very fast and easy to use.,positive,0.5344444444444444,Transaction Performance & Speed; User Interface & Experience
680,best experiences,positive,1.0,General Feedback
681,too slow to use.,negative,-0.3,Transaction Performance & Speed
682,ጥሩ ነው,neutral,0.0,General Feedback
683,the worst app in the market only good ui,negative,-0.1,User Interface & Experience
684,nic,neutral,0.0,General Feedback
685,በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,neutral,0.0,General Feedback
686,thanks for all digital transaction,neutral,0.1,Transaction Performance & Speed
687,Good,positive,0.7,General Feedback
688,Best,positive,1.0,General Feedback
689,Good,positive,0.7,General Feedback
690,"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",negative,-0.1325892857142857,Account Access & Login Issues; Transaction Performance & Speed; App Stability & Bugs; Customer Service
691,it's Be Come Busy &not working good,positive,0.3999999999999999,General Feedback
692,I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,neutral,-0.1,App Stability & Bugs
693,"best ever digital banking sector essay for understanding ,smart and convince for using",positive,0.4047619047619047,General Feedback
694,good and latest,positive,0.6,General Feedback
695,The best App of all,positive,1.0,General Feedback
696,Worst app ever,negative,-1.0,General Feedback
697,"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",positive,0.1359999999999999,Transaction Performance & Speed; App Stability & Bugs; User Interface & Experience
698,Naiycapp,neutral,0.0,General Feedback
699,Good,positive,0.7,General Feedback
700,The app is good but it has no USSD option,positive,0.7,General Feedback
701,Hey great,positive,0.8,General Feedback
702,I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,positive,0.42,General Feedback
703,The app is good but it ask update every week so tiring,positive,0.7,App Stability & Bugs
704,It good and easy to use,positive,0.5666666666666667,User Interface & Experience
705,በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,neutral,0.0,General Feedback
706,"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",positive,0.1708333333333333,Transaction Performance & Speed
707,Excellent,positive,1.0,General Feedback
708,Good,positive,0.7,General Feedback
709,Wow Excellent app,positive,0.55,General Feedback
710,Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,positive,0.55,Transaction Performance & Speed; App Stability & Bugs
711,Add the option to send money to any telebirr account like amole does.,neutral,0.0,Transaction Performance & Speed
712,It's best,positive,1.0,General Feedback
713,no one dashen yichlal,neutral,0.0,General Feedback
714,In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,positive,0.275,General Feedback
715,The speed is too slow. Need some improvements.,negative,-0.3,Transaction Performance & Speed
716,good app,positive,0.7,General Feedback
717,Fantastic app,positive,0.4,General Feedback
718,Good,positive,0.7,General Feedback
719,I wish dark mode feature is add as an option but it's good app,positive,0.2749999999999999,General Feedback
720,"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",positive,0.1897619047619047,Transaction Performance & Speed; User Interface & Experience
721,"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",positive,0.1476190476190476,Transaction Performance & Speed; User Interface & Experience
722,ከጰነጨየጠ,neutral,0.0,General Feedback
723,"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",neutral,-0.0958333333333333,Transaction Performance & Speed
724,Excellent app,positive,1.0,General Feedback
725,አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,neutral,0.0,General Feedback
726,No good,negative,-0.35,General Feedback
727,Wow amazing app,positive,0.35,General Feedback
728,best platform... Please avoid otp,positive,1.0,Account Access & Login Issues
729,Super smart app.,positive,0.2738095238095238,General Feedback
730,best 👍👍,positive,1.0,General Feedback
731,I don't know what happens but the application is not send verification pass code you should fix that,neutral,0.0,General Feedback
732,This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,neutral,-0.0625,General Feedback
733,"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",positive,0.4343333333333333,User Interface & Experience
734,Amazing and user friendly supper app and looking forward the additional features,positive,0.4875,User Interface & Experience
735,it's amazing app i have seen ever,positive,0.6000000000000001,General Feedback
736,One star deducted for not to able to transfer to telebirr.,positive,0.5,Transaction Performance & Speed
737,ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,neutral,0.0,General Feedback
738,ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,neutral,0.0,General Feedback
739,Keep up the good work and pleas add water and electric utility payment,positive,0.7,General Feedback
740,The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,positive,0.2321428571428571,Transaction Performance & Speed
741,"Simple, Fast and Easy ⭐⭐⭐🎉",positive,0.2111111111111111,Transaction Performance & Speed; User Interface & Experience
742,"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",neutral,0.0,General Feedback
743,Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,neutral,0.0,General Feedback
744,Good,positive,0.7,General Feedback
745,It doesn't work,neutral,0.0,General Feedback
746,"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",positive,0.3875,Transaction Performance & Speed; User Interface & Experience
747,"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",positive,0.2757575757575757,User Interface & Experience
748,Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,positive,0.1363636363636363,General Feedback
749,"Good app, bad security",neutral,5.551115123125783e-17,General Feedback
750,On Transaction page only show sent Transaction. Try to include received transaction.,neutral,0.0,Transaction Performance & Speed
751,Wonderful Application 😍,positive,1.0,General Feedback
752,I loved it,positive,0.7,General Feedback
753,አሁን ገና አንድ እርምጃ ቀደማችው,neutral,0.0,General Feedback
754,I am so thankful for having this best app Dashen one step ahead,positive,1.0,General Feedback
755,Not good this app,negative,-0.35,General Feedback
756,Best app,positive,1.0,General Feedback
757,Excellent app ever but it needs improvement on speed and transaction lists,positive,1.0,Transaction Performance & Speed
758,Perfect,positive,1.0,General Feedback
759,"It does not work functional ,",neutral,0.0,General Feedback
760,Ok,positive,0.5,General Feedback
761,all of dashen bank customers use the application it is good to use,positive,0.7,General Feedback
762,Gret experience,neutral,0.0,General Feedback
763,All good we need more,positive,0.6,General Feedback
764,"Dashen super app is easy to use, fast and robust",positive,0.3222222222222222,Transaction Performance & Speed; User Interface & Experience
765,it was amazing app.....thank you dashen bank....,positive,0.6000000000000001,General Feedback
766,Dashen bank super app for easy life.,positive,0.3833333333333333,User Interface & Experience
767,Excellent UI/UX and beyond Banking services👍👍,positive,1.0,User Interface & Experience
768,Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,neutral,0.0,General Feedback
769,Best,positive,1.0,General Feedback
770,Just Wow,neutral,0.1,General Feedback
771,mobile banking to the next level,neutral,0.0,General Feedback
772,Nice,positive,0.6,General Feedback
773,The first 3 star review is me,positive,0.25,General Feedback
774,Is not working,neutral,0.0,General Feedback
775,"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",positive,0.5041666666666668,Transaction Performance & Speed; User Interface & Experience
776,V good ❗️,positive,0.7,General Feedback
777,"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",positive,0.3458333333333333,Transaction Performance & Speed; User Interface & Experience
778,I only see white page,neutral,0.0,General Feedback
779,Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,positive,0.3183333333333333,App Stability & Bugs
780,Amizing Application 😍,neutral,0.0,General Feedback
781,Fastest and easy to use,positive,0.4333333333333333,Transaction Performance & Speed; User Interface & Experience
782,Ok,positive,0.5,General Feedback
783,ጥሩ ነው,neutral,0.0,General Feedback
784,ስም ብቻ 😏,neutral,0.0,General Feedback
785,Exellent app with exellent banking system and exellent bank ever,neutral,0.0,General Feedback
786,Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,positive,0.2291666666666667,Transaction Performance & Speed
787,Needs some improvement,neutral,0.0,General Feedback
788,Amazing,positive,0.6000000000000001,General Feedback
789,Amazing super app,positive,0.4666666666666667,General Feedback
790,I hope it will be better than amole,positive,0.5,General Feedback
791,Wly Super App ilove it ❤️ 😍 💖 💕,positive,0.3333333333333333,General Feedback
792,Wow,neutral,0.1,General Feedback
793,Dashen yichalal. Ewnetem one step a head,neutral,0.0,General Feedback
794,It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,positive,0.4305555555555556,Account Access & Login Issues; Transaction Performance & Speed
795,"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",positive,1.0,General Feedback
796,“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,neutral,0.0,General Feedback
797,Pro max,neutral,0.0,General Feedback
